ANIMATION	A method to show moving images
ANKLE	The joint of foot and leg
ANNIVERSARY	A memorable day after some years
ANNOUNCEMENT	It tells people something officially
ANNOUNCER	Who delivers the news on radio and TV?
ANOTHER	A different thing
ANSWER	A way to solve a problem
ANT	A small crawling insect
ANTENNA	A device to transmit/receive radio waves
ANTIBIOTIC	A drug to kill bacteria
ANTICIPATION	Excitement that something is coming
ANTIPERSPIRANT	A chemical that reduces sweating and perspiration
ANTIQUE	An object of a bygone era
ANTLER	The horn on the head of a male deer
ANTONYM	A word that means the opposite
ANUS	Asshole
ANXIETY	A nervous and warried feeling
ANY	I welcome ___thing from your side
ANYBODY	"Somebody" in a question sentence
ANYONE	"Someone" in a question sentence
ANYTHING	"Something" in a question sentence
APARTMENT	A flat; a suite of rooms forming one residence
APE	A type of animal like a monkey but tailless
APOLOGY	Something to tell someone that you are sorry
APOSTROPHE	A punctuation mark (')
APP	A computer program
APPEARANCE	The way that it looks
APPENDIX	Extra information at the end of a book
APPETITE	A strong desire or liking for something
APPLAUSE	To clap your hands to praise
APPLE	A fruit or computer company
APPLIANCE	A machine to do a job in your home
APPLICANT	A person who makes an application for a job
APPLICATION	A computer program
APPOINTMENT	An arrangement to meet someone
APPRECIATION	A full understanding of a situation
APPRENTICE	A newcomer who works to learn their skill
APPROVAL	The decision of accepting something
APRICOT	A smaller type than peach
APRIL	The 4th month of the year
APRON	Protective clothing for cooking
AQUARIUM	A glass box filled with water to keep fish
ARCH	A structure that is curved at the top
ARCHAEOLOGY	The study of the ancient human past
ARCHAEOLOGIST	A person that investigates historic site
ARCHITECT	A person who designs buildings
ARCHITECTURE	The style of the design of a building
AREA	A particular part of a town or country
ARGUMENT	The act of reasoning or discussing
ARITHMETIC	Basic manipulation of numbers (adding, multiplying, etc.)
ARM	The part of body between shoulder and hand
ARMCHAIR	This supports your arms
ARMOUR	Soldiers put on this
ARMPIT	This part is under your arm
ARMS	Bombs, guns, etc.
ARMY	A large group to fight battles on land
ARRANGEMENT	A plan or preparation for a future event
ARREST	To take someone to a police station
ARRIVAL	The fact that someone have reached the destination
ARROW	A long thin weapon with sharp end
ART	Pictures or objects that are created to appreciate
ARTERY	The tube that carries blood from heart to the entire
ARTHRITIS	The condition that the joint is swell and becomes painful
ARTICHOKE	An immature flower bud of a thistle
ARTICLE	A piece of writing in a newspaper or magazine
ARTIST	A person who creates art, music, dance, etc.
ASH	The grey powder after burning
ASHTRAY	A small dish for cigarette ash
ASPARAGUS	This spring vegetable normally takes 3 years to harvest
ASPECT	A particular part or feature of something
ASPIRIN	A mild drug that reduces pain
ASSAULT	A physical attack on a person
ASSEMBLY	Putting parts together to make something
ASSESSMENT	Gathering and reviewing information to make a decision
ASSET	A useful or valuable thing or person
ASSIGNMENT	Assigning a task to someone
ASSISTANCE	The action of helping someone by sharing work
ASSISTANT	Someone who helps another person by sharing work
ASSOCIATE	A person who closely connected to another person
ASSOCIATION	An official group of people who has the same purpose
ASSORTMENT	A collection of various kinds of things
ASTERISK	The sign *
