# FILENAME: BasicDict-ENG-Freedom.tsv
# NAME-ENG: Basic English Freedom Dictionary, 10th Edition
# NAME-JPN: 基本辞書データ（英語、自由）第十版
# COPYRIGHT: (C) 2021 katahiromz, スフィンクス.
# LICENSE: MIT
# NOTE: ABSOLUTELY NO WARRANTY.
ABBREVIATION	A short form of a word or phrase
ABDOMEN	The part below your chest
ABILITY	Skill to do something
ABOLITION	Officially end a system
ABSENCE	Not being present
ABUSE	The use in a wrong or rude way
ACADEMY	Related to the school society
ACCELERATOR	Pedal to go faster
ACCENT	Characteristic way to pronounce words
ACCEPTANCE	To say yes or agree to take
ACCESS	To get information on your computer
ACCESSIBILITY	Ability to get information
ACCESSORIES	The items that can be added to the body
ACCESSORY	A item that can be added to the body
ACCIDENT	Injury, damage, or death in traffic
ACCOMMODATION	Building or rooms where people live or stay
ACCOMPLISHMENT	Something great that you achieved
ACCORD	Agreement in opinion
ACCORDION	Stretchable musical instrument
ACCOUNT	Arrangement to get service from a bank or Web
ACCOUNTANT	A person to keep financial accounts
ACCOUNTS	Records of incomes or expenses
ACCURACY	Degree of correctness
ACHIEVEMENT	Something you succeeded after great efforts
ACID	Dangerous chemical; the opposite of an alkali
ACKNOWLEDGMENTS	The names of all the people who helped the writer
ACQUAINTANCE	Someone who you met but you don't know well
ACRE	A unit for an area of land
ACRES	The units for an area of land
ACRYLICS	Artificial paints that quickly dry
ACT	A thing that someone does
ACTION	The thing of doing something to achieve an aim
ACTIVITY	Something you spend time doing
ACTOR	Someone who performs in drama or movie
ACTRESS	A woman who performs in drama or movie
AD	__vertisement
ADDICT	Someone who cannot stop doing
ADDICTION	Unable to stop taking alcohol, drugs, etc.
ADDRESS	The location of a website on the internet
ADHESIVE	A substance for attaching things together
ADJECTIVE	A word that describes a person or thing
ADMINISTRATION	The job of managing a business or an organization
ADMINISTRATOR	A person whose job is to manage the system
ADMIRATION	Strong feeling of liking and respect
ADMISSION	Permission or fee to enter a place
ADULT	A fully grown person
ADVANCE	A movement to go forward
ADVANTAGE	Something that makes you better than others
ADVENTURE	A unusual, exciting, and dangerous experience
ADVERB	A word that adds information to the verb
ADVERT	Information on products, events, etc.
ADVERTISING	The business of creating info on products, events, etc.
ADVISOR	An expert whose job is to give suggestion
AEROBICS	Exercise to strengthen the heart and lungs
AEROSOL	Fine solid or liquid particles in a gas
AFFAIR	A love relationship
AFFAIRS	Important events and situations
AFFECTION	The strong feeling of loving or liking someone
AFTERNOON	Between lunchtime and evening
AG	Elemental symbol for silver
AGE	The length of life
AGENCY	Business to provide service
AGENDA	A set of schedule
AGENT	A person who provides a particular service
AGONY	Severe pain
AGREEMENT	Accordance in opinion
AGRICULTURE	Taking care of crops and farm animals
AID	Giving money or something to help people
AIDS	A disease that destroys the immune system
AIM	The purpose or target of something
AIR	The gases around us
AIRCRAFT	A plane or helicopter
AIRLINE	A company that provides air transport
AIRPLANE	A fixed-wing vehicle that flies in the sky
AIRPORT	A place where airplanes come and go
AISLE	A narrow passage between rows
AL	Elemental symbol for aluminum
ALARM	A warning notice of something
ALBUM	A collection of songs or pictures
ALCOHOL	Beer, wine, spirits, etc.
ALCOHOLIC	Someone who cannot stop drinking
ALGEBRA	A type of math that uses letters and signs
ALIEN	A creature from another planet
ALKALI	The opposit of an acid
ALLAH	The name of God in Islam
ALLERGY	The body's reaction to a particular substance
ALLEY	A narrow street between buildings
ALLIANCE	A group of people that work together
ALLIGATOR	A long animal with big mouth and short legs
ALLY	A country that supports another one in a war
ALMOND	A nut in a fruit shell
ALPHABET	A set of letters
ALTERNATIVE	Another option
ALTITUDE	How high up from the sea?
ALUMINIUM	A useful light metal for making things
AM	A time between midnight and noon
AMATEUR	Someone not professional
AMAZEMENT	The feeling of surprise
AMBASSADOR	A diplomatic official of the highest rank
AMBITION	A strong desire to achieve something
AMBULANCE	A car to take people to the hospital
AMENDMENT	A change that is added to a law
AMOUNT	How much stuff is there?
AMPLIFIER	A device often used for electric guitars
AMUSEMENT	Experience of finding something funny
ANAESTHETIC	Substance that makes you feel less pain
